"NUMBER","INETSDESC","INETSHORTD","UNITS","UNITWEIGHT","PRICE1","DELDATE","DISCONT","INETIMAGE","CANTSELL"
"RGRAB               ","Graveyard Dirt 1lb                                                                                                      ","This iconic graveyard dirt is a powerful symbolic tool, used to form a link with ancestors and spirits of the dead for spirits of protection, curses, and compelling love spells.","19","1.3","8.95",,0,"RGRA.JPG                                 ",0
"RGRE                ","Green Cotton Bag 3"" x 4""                                                                                                ","This small green cotton bag is perfect for the creation of mojo and gris gris bags, particularly those involving good luck and money drawing.","15","0.01","1.95",1/1/2027 0:00:00,0,"RGRE-L.jpg                               ",0
"RH726               ","18"" Viking hammer                                                                                                       ","Strike with the power of the ancients. This handmade 18"" Viking hammer features intricate etchings of wolves, Celtic-inspired knotwork, and celestial sun and moon symbols, blending strength and mysticism in every detail. The wooden handle is wrapped in leather for a secure grip, Damascus hammer head with antique finish, making it both functional and striking. Heavy and commanding, this piece comes with a leather case, perfect for display or ceremonial use. Treated with oil for preservation; it should be cleaned before use.","9","5","234.95",,0,"RH726.jpg                                ",0
"RHENEE              ","15gms Energy & Endurance smoking herb blends                                                                            ","Herbal smoking mixture good blend to combat stress and soothe the senses, giving you a higher energy experience. Blend includes Basil, Rosemary and Peppermint. Herbs do not contain Nicotine, tobacco, thc, cbd, or synthetic ingredients. Has not been evaluated by the FDA. Please read the disclaimer on packaging before using.","34","0.1","11.95",,1,"RHENEEE.jpg                              ",0
"RHENP               ","30g Henna Paste                                                                                                         ","Discover the magic of Sonavi henna paste, crafted for those who appreciate premium quality. This ready-to-use tube makes it super easy to create stunning body art that celebrates the timeless beauty of traditional henna. Perfect for any occasion, unleash your creativity and adorn your skin with intricate designs effortlessly!","303","0.1","2.95",,0,"RHENP.jpg                                ",0
"RHEYE               ","Eye horseshoe                                                                                                           ","Evil Eye good luck horseshoe. This brass-colored horseshoe is a bold charm of protection and fortune. At its heart sits a striking blue evil eye, an ancient symbol said to ward off negativity and attract good energy. With “Good Luck” elegantly carved at the bottom, this piece is perfect for hanging above doorways, on walls, or near your workspace to invite blessings and deflect bad vibes.","79","0.3","14.95",,0,"RHEYE.jpg                                ",0
"RHOLW               ","4 oz Holy Water                                                                                                         ","Holy Water is water that has been blessed. It is widely popular in use in baptism, consecration and ritual, and can be used to drive away evil.","428","0.4","3.95",,0,"RHOLW.JPG                                ",0
"RHOLW16             ","16oz Holy Water                                                                                                         ","Holy Water is water that has been blessed. It is widely popular in use in baptism, consecration and ritual, and can be used to drive away evil.","85","1.4","8.95",,0,"RHOLW16.jpg                              ",0
"RHOLW8              ","8oz Holy Water                                                                                                          ","Holy Water is water that has been blessed. It is widely popular in use in baptism, consecration and ritual, and can be used to drive away evil.","182","0.7","5.95",,0,"RHOLW8.jpg                               ",0
"RHORE12             ","12"" Horn End                                                                                                            ","Durable polished cattle horn in a glossy finish. This piece makes a great decorative piece or place on your altar as a symbol of protection and strength. Colors may vary and measuring approximately 12""","96","1","14.95",,0,"RHORE12.jpg                              ",0
"RHORE6              ","6-8"" Horn End                                                                                                           ","Durable polished cattle horn in a glossy finish. This piece makes a great decorative piece or place on your altar as a symbol of protection and strength. Colors may vary and measuring approximately 6-8""","41","0.5","6.95",,0,"RHORE6.jpg                               ",0
"RHORE9              ","9"" Horn End                                                                                                             ","Durable polished cattle horn in a glossy finish. This piece makes a great decorative piece or place on your altar as a symbol of protection and strength. Colors may vary and measuring approximately 9""","10","0.8","9.95",,0,"RHORE9.jpg                               ",0
"RHORGL              ","Good Luck Horseshoe                                                                                                     ","Based on Celtic beliefs, the horseshoe will protect against evil and attract health and good fortune. Offer with a present to wish good luck for a new engagement or to protect a new home. 4"" long and 4"" wide. Sizes may vary slightly.","129","0.5","11.95",,0,"RHORGL.jpg                               ",0
"RHORU               ","used Horseshoe                                                                                                          ","Genuine Used Horseshoe, used as a good luck charm or a paperweight. Sizes and condition will vary greatly.","167","0.4","4.95",,0,"RHORU.JPG                                ",0
"RHZOD               ","Zodiac horseshoe                                                                                                        ","Celestial lucky horseshoe. Crafted in a rich brass-tone finish, this decorative horseshoe features all twelve zodiac signs etched in stunning detail, inviting the strength of the stars to align with traditional symbols of good fortune. ","81","0.3","14.95",,0,"RHZOD.jpg                                ",0
"RIBAT               ","Bat's Blood ink 1 oz                                                                                                    ","Espiritu Bat’s Blood ink from AzureGreen is intended as a potent magical ink to be used in inscribing spells, words of powers, and signs to empower your ritual craft. 1 oz","148","0.3","5.95",,0,"RIBAT.JPG                                ",0
"RIBLA               ","Black ink 1 oz                                                                                                          ","Espiritu’s Black ink from AzureGreen is intended as a potent magical ink to be used in inscribing spells, words of power, and signs to empower your ritual craft. 1 oz ","0","0.3","5.95",1/1/2027 0:00:00,0,"RIBLA.jpg                                ",0
"RIDEE               ","Deer Blood ink 1 oz                                                                                                     ","Deer Blood is used to empower your written spellwork. This is not real blood rather it's a red tinted ceremonial ink with made with magickal ingredients. 1oz glass bottle.","10","0.3","5.95",,1,"RIDEE.jpg                                ",0
"RIDOV               ","Dove's Blood ink 1 oz                                                                                                   ","Espiritu Dove’s Blood ink from AzureGreen is intended as a potent magical ink to be used in inscribing spells, words of powers, and signs to empower your ritual craft. 1 oz","154","0.3","5.95",,0,"RIDOV.JPG                                ",0
"RIDRA               ","Dragon's Blood Ink 1 oz                                                                                                 ","Espiritu Dragon’s Blood ink from AzureGreen is intended as a potent magical ink to be used in inscribing spells, words of powers, and signs to empower your ritual craft. 1 oz","365","0.3","5.95",,0,"RIDRA.JPG                                ",0
"RIGRE               ","Money Green ink 1 oz                                                                                                    ","Espiritu Money Green ink from AzureGreen is a potent magical ink for inscribing spells, prosperity, words of powers, and signs to empower your ritual craft. 1 oz","309","0.3","5.95",,0,"RIGRE.jpg                                ",0
"RJOBT               ","Job's Tears (seeds)                                                                                                     ","Job's tears are often seen as symbols of Obatala's tears, representing his compassion and benevolence towards humanity. Includes 7 job's tears used for prayer and devotion, protection, luck, prosperity, wishing, manifestation, healing, and comfort.","0","0.03","3.95",1/1/2027 0:00:00,0,"RJOBT.jpg                                ",0
"RKATTL              ","Attract Lover ritual kit                                                                                                ","This Attract Lover ritual kit will walk you step by step through the process of casting a ritual love spell that will bring all of the love and desire you offer back to you. Bring the love you learn for into your life with this easy to use and powerful Attract Lover Ritual Kit. Instructions included","9","1.3","24.95",,0,"RBKATTLA.jpg                             ",0
"RKBAIR              ","Air bath kit                                                                                                            ","This mini bath kit comes with instructions and materials to work a ritual bath to aid you in invoking the element of air for creativity and clear thoughts. Instructions included","42","0.5","5.95",,0,"RKBAIR.jpg                               ",0
"RKBAN               ","Banishing ritual kit                                                                                                    ","This Banishing ritual kit will walk you step by step through the process of casting a ritual spell that will help you banish unwanted energies in your life. The Banishing Ritual kit has been created to aid you in banishing negativity and negative influences from your life, home and self. Instructions included","19","1.3","24.95",,0,"RBKBANA.jpg                              ",0
"RKBEAR              ","Earth bath kit                                                                                                          ","Earth Bath kit for fertility, money, stability, promote peace and to increase connectivity to the earth. This bath kit comes with all of the materials that you'll need to invoke the element of Earth within your own ritual bath. Candle holders and candle colors may vary. Instructions included","29","0.4","5.95",,0,"RKBEAR.jpg                               ",0
"RKBEG               ","New Beginnings ritual kit                                                                                               ","Your ready for a New Beginning and this ritual kit will walk you step by step through the process. A ritual spell that will bring about a New Beginning you are desiring. The New Beginnings ritual kit provides you with all of the materials you need to wash away the negative energies of the past to create a positive start. Instructions included","4","1.3","24.95",,0,"RKBEGA.jpg                               ",0
"RKBFIR              ","Fire bath kit                                                                                                           ","The Fire Mini Bath Kit provides you with all of the items you need to invoke the element of fire within your ritual bath. Use it for courage, will power, purification magick and to increase connectivity to fire. Candle holders and candle colors may vary. Instructions included","78","0.5","5.95",,0,"RKBFIR.jpg                               ",0
"RKBHEA              ","Healing bath kit                                                                                                        ","Add to the healing qualities of your bath waters with this Healing Mini Bath Kit, which provides you with all you need to bath in ritual healing magick. For assisting in quick healing of ailments and the prevention of illness in all forms, physical, spiritual and mental. Candle holders and candle colors may vary. Instructions included","195","0.5","5.95",,0,"RKBHEA.jpg                               ",0
"RKBLOV              ","Love bath kit                                                                                                           ","Turn the comforting warmth of your bath waters into a love spell through ritual magic with the components and instructions provided within our Love Mini Bath Kit. Use for helping you give the call out to the world for love and beauty. Cast out your intention to ensnare true love. Candle holders and candle colors may vary. Instructions included","23","0.5","5.95",,0,"RKBLOV.jpg                               ",0
"RKBPROS             ","Prosperity bath kit                                                                                                     ","The Prosperity Mini Bath Kit provides you with all of the items you need to invoke the element of prosperity within your ritual bath. Use it for opening your world to all possibilities of good fortune. Candle holders and candle colors may vary. Instructions included","116","0.5","5.95",,0,"RKBPROS.jpg                              ",0
"RKBPROT             ","Protection bath kit                                                                                                     ","Using the components within, the Protection Mini Bath Kit can help you turn your ordinary bath waters into a powerful source of ritual magick, immersing yourself in protective energies. Instructions included","208","0.5","5.95",,0,"RKBPROT.jpg                              ",0
"RKBPUR              ","Purification bath kit                                                                                                   ","Relax back into the soothing, warm waters of your ritual bath with our Purification mini bath kit, which will help you work your ritual and help you break off all negative past influences. Candle holders and candle colors may vary. Instructions included","84","0.5","5.95",,0,"RKBPUR.jpg                               ",0
"RKBSPI              ","Spirit bath kit                                                                                                         ","Our Spirit mini bath kit is intended to be used within your ritual bath to increase awareness and to open your spirit to the experience of the energies around you, helping you with further magical craft. Candle holders and candle colors may vary. Instructions included","63","0.5","5.95",,0,"RKBSPI.jpg                               ",0
"RKBWAT              ","Water bath kit                                                                                                          ","Invoke the element of water through your ritual bath with the Water mini bath kit. This water bath kit is for love, dreams, psychism, healing and to increase connectivity to water. Candle holders and candle colors may vary. Instructions included","59","0.5","5.95",,0,"RKBWAT.jpg                               ",0
"RKCEN               ","Centering Ritual Kit                                                                                                    ","This Centering ritual kit will walk you step by step through the process of casting a ritual spell that will help bring you back to your center. Easy to use, the Centering Ritual Kit provides you with all of the tools you need to balance your energies and find your center, helping to improve all facets of your life. Instructions included.","13","1.3","24.95",,0,"RKCENA.jpg                               ",0
"RKEMOF              ","Emotional Freedom Rose ritual kit                                                                                       ","This handcrafted delicate rose is designed to assist individuals in honoring and releasing their emotions in a transformative manner. Shedding tears is seen as a heart opener, and these petals can be used to physically absorb tears or symbolically represent the act of letting go. This versatile flower is a meaningful symbol and the perfect companion for various emotional moments in life. Whether you're bidding farewell, experiencing grief, seeking closure, or embracing moments of joy, this flower is designed to be there for you. It can be kept as a meaningful token of remembrance or, if you prefer, you can engage in a cathartic ritual by burning, burying, placing it in flowing water, or returned to nature. Approximately 3"" Pink Rose with a sprinkle of Quartz Crystle chips in a velveteen pouch. ","20","0.2","11.95",,0,"RKEMOF.jpg                               ",0
"RKEMP               ","Empowerment Ritual Kit                                                                                                  ","This Empowerment ritual kit will walk you step by step through the process of casting a ritual that will assist in empowering you and your life. Ritual kit contains 1 each of the following: roll of charcoal, Empowerment candle, Purification Spell Mix, Empowerment Spell Mix, Muslin and Velveteen bags, Power Amulet, instruction sheet.","12","1.3","24.95",,0,"RKEMPA.jpg                               ",0
"RKENH               ","Enhance Your Love Life Ritual Kit                                                                                       ","This Enhance Your Love Life ritual kit will walk you step by step through the process of casting a ritual a spell that will enhance all aspects of your love life. The Enhance Your Love Life Ritual Kit has been put together with the intention of using ritual magic to kindle a bit romance in your life. Pendant may vary and instructions included","42","1.3","24.95",,0,"RKENHA.jpg                               ",0
"RKFHOP              ","Hope Ritual Kit                                                                                                         ","This Hope boxed ritual kit will walk you step by step through the process of casting a ritual spell that will bring hope back to you. This Hope Ritual Kit is intended to provide you with the tools you need to find a little Hope when it seems things are at their worst. Instructions included","4","1.3","24.95",,0,"RKFHOPA.jpg                              ",0
"RKFIN               ","Find Your Place Ritual Kit                                                                                              ","This Find Your Place ritual kit will walk you step by step through the process of casting a ritual spell that will bring assist you in fining your place in this life. Discover your place in the world and discover renewed confidence and personal growth through the aid and instruction provided within the Find Your Place Ritual Kit. Instructions included","6","1.3","24.95",,0,"RKFINA.jpg                               ",0
"RKFLO               ","Flow with Life Ritual Kit                                                                                               ","Discover the ease with which you can maneuver through life’s trials with the Flow with Life Ritual Kit. Instructions included","7","1.3","24.95",,0,"RKFLOA.jpg                               ",0
"RKFULM              ","Full Moon ritual kit                                                                                                    ","This Full Moon Ritual Kit is crafted to help you release what no longer serves you and harness the potent energy of the moon. It includes a releasing spell mix, a black chime candle for letting go and protection, sea salt for purification, a moon charm to honor lunar cycles, and a selenite wand to cleanse and amplify your intentions. Perfect for reflection, release, and renewal under the luminous Full Moon. Moon charm may vary","25","0.2","14.95",,0,"RKFULM.jpg                               ",0
"RKGET               ","Get What You Want Ritual Kit                                                                                            ","This Get What You Want ritual kit will walk you step by step through the process of casting a ritual spell that will assist you in getting what it is you really want. Easy to use, the Get What You Want Ritual Kit has been created to aid you with powerful ritual magick intended to help you bring that what you desire into your life. Instructions included","35","1.3","24.95",,0,"RKGETA.jpg                               ",0
"RKGLA               ","Glamour Ritual Kit                                                                                                      ","This Glamour ritual kit will walk you step by step through the process of casting a ritual spell that will help you achieve a glamourous life style. Use this ritual kit to invoke the power of a Glamour, or the legendary magick known for being able to help create an aura of appeal or distinction. Instructions included","9","1.3","24.95",,0,"RKGLAA.jpg                               ",0
"RKHEA               ","Healing Ritual Kit                                                                                                      ","This Healing ritual kit will walk you step by step through the process of casting a ritual healing spell that will bring all of the healing desire back to you. Bring healing energies into your life with this boxed ritual kit that provides all that you need to work a healing ritual to bring wellness of body, mind and spirit. Instructions included","35","1.3","24.95",,0,"RKHEAA.jpg                               ",0
"RKJOB               ","Get A Job Ritual Kit                                                                                                    ","This Get A Job boxed ritual kit will walk you step by step through the process of casting a ritual spell that will assist you in getting that job you desire. This ritual kit has been specifically crafted to provide you with instructions and components that will help tilt your job search a bit more in your favor. Instructions included","6","1.3","24.95",,0,"RKJOBA.jpg                               ",0
"RKMON               ","Money Drawing Ritual Kit                                                                                                ","This Money Drawing ritual kit will walk you step by step through the process of casting a ritual spell that will drawn in the money and finances you desire. This handy ritual kit provides all of the materials and instruction you need to work a powerful ritual of money drawing and help bring wealth and prosperity into your life. Instructions included","19","1.3","24.95",,0,"RKMONA.jpg                               ",0
"RKNEWM              ","New Moon ritual kit                                                                                                     ","This New Moon Ritual Kit is designed to support fresh beginnings, intention setting, and quiet reflection. Inside, you’ll find a wishing spell mix to focus your desires, a white chime candle for clarity and new starts, black salt for grounding and protection, a moon charm to honor lunar cycles, and an orange selenite wand to cleanse energy and amplify intention. A simple yet powerful set for working with the renewing energy of the New Moon. Moon charm may vary.","25","0.2","14.95",,0,"RKNEWM.jpg                               ",0
"RKPROT              ","Protection Ritual Kit                                                                                                   ","This Protection ritual kit will walk you step by step through the process of casting a ritual spell that will assist in keeping you safe and protected. Ritual kit contains 1 each of the following: roll of charcoal, Protection candle, Purification Spell Mix, Protection Spell Mix, Muslin & Velveteen bags, Protection from attackers Amulet, instruction sheet.","6","1.3","24.95",,0,"RKPROTA.jpg                              ",0
"RKREL               ","Releasing Ritual Kit                                                                                                    ","This Releasing ritual kit will walk you step by step through the process of casting a ritual spell that will assist you in releasing unwanted energies from yourself and your life. Free yourself or the vices, burdens, and other weights that bind your spirit through the use of the Releasing Ritual Kit, which contains all of the necessary implements and instruction.","10","1.3","24.95",,0,"RKRELA.jpg                               ",0
"RKRET               ","Return To Sender Ritual Kit                                                                                             ","This Return To Sender ritual kit will walk you step by step through the process of casting a ritual spell intended to provide protection and return negative energies and spells back to their source, the Return to Sender ritual kit is easy to use with all the materials you need. Instructions included","22","1.3","24.95",,0,"RKRETA.jpg                               ",0
"RKSEC               ","Secret Desire Fulfilled Ritual Kit                                                                                      ","This Secret Desires ritual kit will walk you step by step through the process of casting a ritual spell that will help bring that which you. Using a non-denominational ritual, the Secret Desire Fulfilled Ritual Kit is intended to aid you in achieving that which you desire most and keep hidden, perhaps even to yourself. Instructions included","10","1.3","24.95",,0,"RKSECA.jpg                               ",0
"RKSOU               ","Attract Soulmate Ritual Kit                                                                                             ","This Attract a Soulmate ritual kit will walk you step by step through the process of casting a ritual spell with the intention to help you find your other half, the Attract Soulmate boxed ritual kit can help you find your soulmate and bring them into your life. Instructions included","15","1.3","24.95",,0,"RKSOUA.jpg                               ",0
"RKVIS               ","Vision Ritual Kit                                                                                                       ","This Vision ritual kit will walk you step by step through the process of casting a ritual spell that will help you discover what the future holds, see within yourself to discover paths to personal growth, or otherwise find answers to the mysteries in your life with the aid of the Vision ritual kit. Instructions included","13","1.3","24.95",,0,"RKVISA.jpg                               ",0
"RKWIN               ","Win In Court Ritual Kit                                                                                                 ","This Win in Court ritual kit will walk you step by step through the process of casting a ritual spell that will help you win that court case. Tip the scales of justice in your favor when legal matters loom ahead of you, with the aid of the powerful spell that can be cast within this Win in Court Ritual Kit. Instructions included","6","1.3","24.95",,0,"RKWINA.jpg                               ",0
"RLFOO               ","Lodestone Food 4oz                                                                                                      ","This lodestone food is intended as an offering to your lodestone to help fuel your ritual magic and charm bags, and ensure continued good luck, prosperity, and healing.","147","0.28","4.95",,0,"RLFOO_B.jpg                              ",0
"RLFOOB              ","1 Lb Lodestone Food                                                                                                     ","This lodestone food is intended as an offering to your lodestone to help fuel your ritual magic and charm bags, and ensure continued good luck, prosperity, and healing.","278","1.2","11.95",,0,"RLFOO_B.jpg                              ",0
"RLGOL               ","Gold Lodestone                                                                                                          ","Lodestones have been praised for their magical qualities for centuries. This gold toned lodestone is of particular value in empowering money drawing spells and other charms. You may receive many small pieces or just one depending on the weight.  Sold by weight not size.","71","0.06","4.95",,0,"RLGOL.JPG                                ",0
"RLGOLB              ","Gold Lodestones 1 Lb                                                                                                    ","Lodestones have been praised for their magical qualities for centuries. This gold toned lodestone is of particular value in empowering money drawing spells and other charms.  Sold by weight not size.","17","1.2","36.95",,0,"RLGOLB2.jpg                              ",0
"RLGRE               ","Green Lodestone                                                                                                         ","Work charms of protection, good luck, and healing with the aid of this green lodestone which can be used to empower gris gris and mojo bags and otherwise help in your spells.  Sold by weight not size.","129","0.06","4.95",,0,"RLGRE.JPG                                ",0
"RLGREB              ","Green Lodestones 1 Lb                                                                                                   ","Work charms of protection, good luck, and healing with the aid of this green lodestone which can be used to empower gris gris and mojo bags and otherwise help in your spells.  Sold by weight not size.","6","1.2","36.95",1/1/2027 0:00:00,0,"RLGRE_B.jpg                              ",0
"RLIG                ","Lighting stick 12""                                                                                                      ","These wooden lighting sticks are a great tool that will help you prevent burns and discomfort when lighting candles in tall jars or other difficult to reach places.","382","0.01","0.95",,0,"RLIG.JPG                                 ",0
"RLNAT               ","Natural Lodestone                                                                                                       ","Lodestones, as natural magnets, have been used for centuries within magick to attract positive forces and repel bad luck.  Sold by weight not size.","94","0.06","3.95",,0,"RLNAT.JPG                                ",0
"RLNATB              ","Natural Lodestones 1 Lb                                                                                                 ","Lodestones, as natural magnets, have been used for centuries within magick to attract positive forces and repel bad luck. Sold by weight not size.","22","1.2","33.95",,0,"RLNAT_B.jpg                              ",0
"RLRED               ","Red Lodestone                                                                                                           ","Help attract love and affection with the aid of a red lodestone, which is a powerful addition to charms, spells, altars, and mojo bags.  Sold by weight not size.","58","0.06","4.95",,0,"RLRED.JPG                                ",0
"RLREDB              ","Red Lodestones 1 Lb                                                                                                     ","Help attract love and affection with the aid of a red lodestone, which is a powerful addition to charms, spells, altars, and mojo bags.  Painted red to enhance color symbolism. Sold by weight not size.","9","1.2","36.95",,0,"RLRED.JPG                                ",0
"RLUC                ","Lucky Hand Root                                                                                                         ","This somewhat rare herb has a reputation within magical tradition for bringing good luck and protecting its own from harm.","0","0.1","5.95",1/1/2027 0:00:00,0,"RLUC.JPG                                 ",0
"RLWHI               ","White Lodestone                                                                                                         ","Traditionally used to attract love, money, and good luck, this white lodestone is also of great use in seeking mystical protection. Sold by weight not size.","21","0.06","4.95",,0,"RLWHI.jpg                                ",0
"RLWHIB              ","1 Lb White Lodestones                                                                                                   ","These white lodestones are of great use in seeking mystical protection, as well as the traditional love, money, and good luck.  Sold by weight not size.","6","1.2","36.95",1/1/2027 0:00:00,0,"RLWHI_B.jpg                              ",0
"RM172               ","24""x24"" Ouija, Black mat                                                                                                ","This Ouija spirit board mat with planchette is a large 24"" x 24"" cloth mat with a black background. The size is approximate, and it would also make a great wall hanging for those interested in the supernatural.","77","0.05","8.95",,0,"RM172.jpg                                ",0
"RMAGS4              ","Gold Magnetic Sand (Lodestone Food)  4oz                                                                                ","Feed this Gold Magnetic Sand to your lodestone to empower your spells of money drawing and success.","268","0.28","6.95",,0,"RMAGS4.JPG                               ",0
"RMAGSB              ","1 Lb Gold Magnetic Sand  (Lodestone Food)                                                                               ","Feed this Gold Magnetic Sand to your lodestone to empower your spells of money drawing and success.","227","1.2","16.95",,0,"RMAGSB.JPG                               ",0
"RMATT               ","Attract Love spell mix                                                                                                  ","Our Attract Love spell mix is intended to bring love into your life, or help the one that you desire fall for you. Use on charcoal to burn, add to your bath, potpourri or mojo bag.  In a 3 x 4 bag.","137","0.2","2.95",,0,"RMATT_B.jpg                              ",0
"RMATTB              ","1 Lb Attract Love spell mix                                                                                             ","Our Attract Love spell mix is intended to bring love into your life, or help the one that you desire fall for you. Use on charcoal to burn, add to your bath, potpourri or mojo bag.","5","2.5","30.95",,0,"RMATT_B_T.jpg                        ",0
"RMBAN               ","Banishing spell mix                                                                                                     ","A mix created of carefully chosen herbs, the Banishing spell mix from AzureGreen is intended to empower you banishing rituals and help you get rid of negative energies, spirits, and influences. ","95","0.2","2.95",,0,"RMBAN_B.jpg                              ",0
"RMBANB              ","1 Lb Banishing spell mix                                                                                                ","A mix created of carefully chosen herbs, the Banishing spell mix from AzureGreen is intended to empower you banishing rituals and help you get rid of negative energies, spirits, and influences. ","3","1.4","14.95",,0,"RMBAN_B.jpg                              ",0
"RMDCBR              ","Brown Medicine Bag                                                                                                      ","This long drawstring medicine bag is crafted from soft, brown faux leather, perfect for carrying crystals, herbs, or other small sacred items. A single feather dangles from the string, adding a touch of ritual elegance. Shades of brown may vary, making each bag uniquely yours. Wear it around your neck or hang it in your sacred space","160","0.05","3.95",,0,"RMDCBR.jpg                               ",0
"RMEMP               ","Empowerment spell mix                                                                                                   ","Empower your magick and improve all of your rituals and spells with the Empowerment herbal spell mix, which has been created specifically with herbs that lend power to magic.","0","0.2","3.95",,0,"RMEMP_B.jpg                              ",0
"RMEMPB              ","1 Lb Empowerment spell mix                                                                                              ","Empower your magick and improve all of your rituals and spells with the Empowerment herbal spell mix, which has been created specifically with herbs that lend power to magic. ","0","1.4","33.95",,0,"RMEMP_B.jpg                              ",0
"RMGOL               ","Gold Magnetic Sand (Lodestone Food) 1oz                                                                                 ","Feed this Gold Magnetic Sand to your lodestone to empower your spells of money drawing and success.","62","0.07","2.95",,0,"RMGOL.JPG                                ",0
"RMHEA               ","Healing spell mix                                                                                                       ","AzureGreen's Healing spell mix has been chosen from the finest herbs to help empower your healing rituals, offering spiritual mending, emotional healing, and a boost to modern medicine. ","209","0.2","2.95",,0,"RMHEA_B.jpg                              ",0
"RMHEAB              ","1 Lb Healing spell mix                                                                                                  ","AzureGreen's Healing spell mix has been chosen from the finest herbs to help empower your healing rituals, offering spiritual mending, emotional healing, and a boost to modern medicine. ","3","1.4","26.95",,0,"RMHEA_B.jpg                              ",0
"RMKHEA              ","Healing manifest smudge kit                                                                                             ","Elevate your spiritual practice with our Healing smudge kit, designed to help you realign your energy and manifest your deepest desires. This kit includes a White Sage smudge wand, Palo Santo stick, and an Angelite stone, all carefully chosen for their powerful healing properties. Whether you're looking to cleanse your space, clear negative energy, or simply connect with your higher self, this kit is the perfect companion on your spiritual journey.","43","0.2","8.95",,0,"RMKHEA.jpg                               ",0
"RMKLOV              ","Love manifest it smudge kit                                                                                             ","Elevate your spiritual practice with our Love smudge kit, designed to help you realign your energy and manifest your deepest desires. This kit includes a White Sage smudge wand for cleansing, a Palo Santo stick for purification, and a Rose Quartz stone for promoting love and compassion. Whether you're looking to attract love, abundance, or inner peace, this kit is the perfect companion on your journey towards your higher purpose.","41","0.2","8.95",,0,"RMKLOV.jpg                               ",0
"RMKMON              ","Money manifest it smudge kit                                                                                            ","Elevate your spiritual practice with our Money smudge kit, designed to help you realign your energy and attract abundance. This kit includes a White Sage smudge wand, Palo Santo stick, and a Pyrite stone, all carefully chosen to aid in manifesting your higher purpose and refocusing your intentions. Whether you're looking to attract wealth or simply seeking a fresh start, this kit is the perfect tool to help you on your journey.","22","0.2","7.95",,0,"RMKKMO.jpg                               ",0
"RMKPRO              ","Protection manifest it smudge kit                                                                                       ","Elevate your spiritual practice with our Protection smudge kit, designed to help you realign your energy and manifest your true purpose. This kit includes a White Sage smudge wand, Palo Santo stick, and a powerful Obsidian stone to cleanse and protect your space. Whether you're looking to clear your mind, set new intentions, or simply create a sacred space, this kit has everything you need to elevate your spiritual journey.","25","0.2","8.95",,0,"RMKPRO.jpg                               ",0
"RMPROT              ","Protection spell mix                                                                                                    ","A mix created of carefully chosen herbs, the Protection spell mix from AzureGreen is intended to aid in your Protection spells.","178","0.2","2.95",,0,"RMPROT_B.jpg                             ",0
"RMPROTB             ","1 Lb Protection spell mix                                                                                               ","A mix created of carefully chosen herbs, the Protection spell mix from AzureGreen is intended to aid in your Protection spells.","4","1.4","26.95",,0,"RMPROT_B.jpg                             ",0
"RMPUR               ","Purification spell mix                                                                                                  ","This blend of herbs from AzureGreen is specifically intended to lend power to your spells and rituals, particularly those that involve consecration and purification.  ","139","0.2","2.95",,0,"RMPUR_B.jpg                              ",0
"RMPURB              ","1 Lb Purification spell mix                                                                                             ","This blend of herbs from AzureGreen is specifically intended to lend power to your spells and rituals, particularly those that involve consecration and purification. ","3","1.4","18.95",,0,"RMPUR_B.jpg                              ",0
"RMQUI               ","Quick Money spell mix                                                                                                   ","Blended of a mix of herbs chosen for specifically to aid and empower spells of money drawing and good fortune, this spell mix is intended to aid Quick Money spells. ","127","0.2","3.95",,0,"RMQUI_B.jpg                              ",0
"RMQUIB              ","1 Lb Quick Money spell mix                                                                                              ","Blended of a mix of herbs chosen for specifically to aid and empower spells of money drawing and good fortune, this spell mix is intended to aid Quick Money spells. ","7","1.2","37.95",,0,"RMQUI_B.jpg                              ",0
"RMREL               ","Releasing spell mix                                                                                                     ","Let go of bad habits, addictions, negative relationships and influences with the aid of our Releasing spell mix. ","167","0.2","2.95",,0,"RMREL_B.jpg                              ",0
"RMRELB              ","1 Lb Releasing spell mix                                                                                                ","Let go of bad habits, addictions, negative relationships and influences with the aid of our Releasing spell mix. ","1","1.2","24.95",,0,"RMREL_B.jpg                              ",0
"RMSIL               ","Silver Magnetic Sand (Lodestone Food) 1oz                                                                               ","Also known as loadstone food, this Silver Magnetic Sand is used to ""feed"" lodestones as part of your spellwork, charms, gris-gris bags, and similar such magic.  ","67","0.07","2.95",,0,"RMSIL.jpg                                ",0
"RMSIL4              ","Silver Magnetic Sand (Lodestone Food)  4oz                                                                              ","Also known as loadstone food, this Silver Magnetic Sand is used to ""feed"" lodestones as part of your spellwork, charms, gris-gris bags, and similar such magic.  ","52","0.3","5.95",,0,"RMSIL4.JPG                               ",0
"RMSILB              ","1 Lb Silver Magnetic Sand (Lodestone Food)                                                                              ","Also known as loadstone food, this Silver Magnetic Sand is used to ""feed"" lodestones as part of your spellwork, charms, gris-gris bags, and similar such magic.  ","150","1.2","16.95",1/1/2027 0:00:00,0,"RMSIL4.JPG                               ",0
